compound,amino_acid,acyl_n,category,formula,adduct,target_mz,row_id,observed_mz,ppm_error,rt_min,has_ms2,is_isf,is_default_adduct,total_scans,dedup_group_id,is_group_representative,sirius_npc_class,sirius_structure_name,sirius_formula
N-C12:0-phenylalanine,phenylalanine,12,long_chain,C21H33N1O3,[M+Na]+,370.2352646242,7821,370.2302,-13.679475414410023,1.058567,True,False,True,14,asid_7821,False,Dipeptides,alpha-((Bis(2-methylpropyl)amino)methyl)-4-chloro-gamma-hydroxybenzenebutanoic acid hydrazide,C14H27N9O3
N-C12:0-phenylalanine,phenylalanine,12,long_chain,C21H33N1O3,[M+Na]+,370.2352646242,8301,370.23,-14.219672470489067,1.15418,True,False,True,24,asid_3074,True,,,
N-C12:0-phenylalanine,phenylalanine,12,long_chain,C21H33N1O3,[M+Na]+,370.2352646242,9472,370.2361,2.2563377393844615,4.036786,True,True,True,10,asid_3434,False,,,
N-C16:0-leucine,leucine,16,long_chain,C22H43N1O3,[M+H]+,370.33157069509997,4313,370.3302,-3.701264511168339,5.307437,True,False,False,16,asid_3002,False,Ceramides,"N-[(E)-1,3-dihydroxyundec-4-en-2-yl]undecanamide",C22H43NO3
N-C16:0-leucine,leucine,16,long_chain,C22H43N1O3,[M+H]+,370.33157069509997,6673,370.3301,-3.9712927990272466,5.530379,True,False,False,12,asid_6673,True,N-acyl amines,N-palmitoyl leucine,C22H43NO3
N-C16:0-leucine,leucine,16,long_chain,C22H43N1O3,[M+H]+,370.33157069509997,21593,370.3302,-3.701264511168339,4.715,True,False,True,14,asid_21593,True,N-acyl amines,"N-[(E)-1,3-dihydroxyundec-4-en-2-yl]undecanamide",C22H43NO3
N-C17:0-valine,valine,17,long_chain,C22H43N1O3,[M+H]+,370.33157069509997,4313,370.3302,-3.701264511168339,5.307437,True,False,False,16,asid_3002,False,Ceramides,"N-[(E)-1,3-dihydroxyundec-4-en-2-yl]undecanamide",C22H43NO3
N-C17:0-valine,valine,17,long_chain,C22H43N1O3,[M+H]+,370.33157069509997,6673,370.3301,-3.9712927990272466,5.530379,True,False,False,12,asid_6673,True,N-acyl amines,N-palmitoyl leucine,C22H43NO3
N-C17:0-valine,valine,17,long_chain,C22H43N1O3,[M+H]+,370.33157069509997,21593,370.3302,-3.701264511168339,4.715,True,False,True,14,asid_21593,True,N-acyl amines,"N-[(E)-1,3-dihydroxyundec-4-en-2-yl]undecanamide",C22H43NO3
N-C16:0-isoleucine,isoleucine,16,long_chain,C22H43N1O3,[M+H]+,370.33157069509997,4313,370.3302,-3.701264511168339,5.307437,True,False,False,16,asid_3002,False,Ceramides,"N-[(E)-1,3-dihydroxyundec-4-en-2-yl]undecanamide",C22H43NO3
N-C16:0-isoleucine,isoleucine,16,long_chain,C22H43N1O3,[M+H]+,370.33157069509997,6673,370.3301,-3.9712927990272466,5.530379,True,False,False,12,asid_6673,True,N-acyl amines,N-palmitoyl leucine,C22H43NO3
N-C16:0-isoleucine,isoleucine,16,long_chain,C22H43N1O3,[M+H]+,370.33157069509997,21593,370.3302,-3.701264511168339,4.715,True,False,True,14,asid_21593,True,N-acyl amines,"N-[(E)-1,3-dihydroxyundec-4-en-2-yl]undecanamide",C22H43NO3
N-C16:0-proline,proline,16,long_chain,C21H39N1O3,[M+NH4]+,371.3268196684,6227,371.3257,-3.0153178836050727,4.79516,True,False,False,10,asid_6227,False,N-acyl amines,3-(Tetradecanoylamino)propyl(carboxymethyl)dimethylammonium,C21H42N2O3
N-C15:0-lysine,lysine,15,long_chain,C21H42N2O3,[M+H]+,371.3268196684,6227,371.3257,-3.0153178836050727,4.79516,True,False,False,10,asid_6227,False,N-acyl amines,3-(Tetradecanoylamino)propyl(carboxymethyl)dimethylammonium,C21H42N2O3
N-C11:0-tyrosine,tyrosine,11,short_medium_chain,C20H31N1O4,[M+Na]+,372.2145291825,5611,372.2123,-5.988972286604775,1.760562,True,False,True,24,asid_5611,True,,,
N-C11:0-tyrosine,tyrosine,11,short_medium_chain,C20H31N1O4,[M+Na]+,372.2145291825,8369,372.2073,-19.422085741455305,2.004,True,False,True,21,asid_8369,True,Dipeptides,"N,N-Diethyl-L-alanyl-N-(1-methyl-1-phenylethyl)-L-alaninamide",C19H25N5O3
N-C11:0-tyrosine,tyrosine,11,short_medium_chain,C20H31N1O4,[M+Na]+,372.2145291825,13759,372.2114,-8.40693270845649,3.231957,True,False,False,38,asid_13759,True,,,
N-C11:0-tyrosine,tyrosine,11,short_medium_chain,C20H31N1O4,[M+Na]+,372.2145291825,22922,372.2118,-7.33228363219673,3.287362,True,False,True,27,asid_22922,True,Dipeptides,N-tert-butyl-2-[4-[2-(5-cyclopropyltetrazol-2-yl)acetyl]piperazin-1-yl]acetamide,C17H29N3O6
N-C15:0-glutamate,glutamate,15,long_chain,C20H37N1O5,[M+H]+,372.2744497479,11364,372.2731,-3.6256796589774107,4.816,True,False,False,9,asid_11364,False,,,
N-C16:0-aspartate,aspartate,16,long_chain,C20H37N1O5,[M+H]+,372.2744497479,11364,372.2731,-3.6256796589774107,4.816,True,False,False,9,asid_11364,False,,,
N-C11:0-tryptophan,tryptophan,11,short_medium_chain,C22H32N2O3,[M+H]+,373.2485693494,3980,373.2436,-13.31378016701611,1.261017,True,False,True,35,asid_3980,True,,,
N-C11:0-tryptophan,tryptophan,11,short_medium_chain,C22H32N2O3,[M+H]+,373.2485693494,4059,373.2433,-14.11753408511231,1.35939,True,False,True,35,asid_4059,True,,,
N-C11:0-tryptophan,tryptophan,11,short_medium_chain,C22H32N2O3,[M+H]+,373.2485693494,4654,373.2519,8.923411564034351,2.208451,True,False,True,8,asid_1010,False,,,
N-C11:0-tryptophan,tryptophan,11,short_medium_chain,C22H32N2O3,[M+H]+,373.2485693494,5221,373.2437,-13.045862194418907,1.158348,True,False,True,39,asid_5221,True,,,
N-C11:0-tryptophan,tryptophan,11,short_medium_chain,C22H32N2O3,[M+H]+,373.2485693494,6189,373.2436,-13.31378016701611,1.369,True,False,True,31,asid_6189,True,,,
N-C11:0-tryptophan,tryptophan,11,short_medium_chain,C22H32N2O3,[M+H]+,373.2485693494,9212,373.2435,-13.581698139765608,1.421169,True,False,True,14,asid_9212,True,Tripeptides,5-Amino-2-[[2-[(2-amino-4-methylpentanoyl)amino]-3-methylpentanoyl]amino]-5-oxopentanoic acid,C17H32N4O5
N-C13:0-histidine,histidine,13,long_chain,C19H33N3O3,[M+Na]+,374.2414126346,7061,374.2388,-6.981147761258286,0.550562,True,True,True,45,asid_2832,True,,,
N-C13:0-histidine,histidine,13,long_chain,C19H33N3O3,[M+Na]+,374.2414126346,10563,374.2388,-6.981147761258286,0.775,True,True,True,47,asid_5964,True,,,
N-C15:0-asparagine,asparagine,15,long_chain,C19H36N2O4,[M+NH4]+,374.3013332,8435,374.3039,6.857576429308245,5.091,True,False,True,27,asid_8435,True,N-acyl ethanolamines (endocannabinoids),"N-(2-hydroxyethyl)icosa-11,14-dienamide",C19H39N3O4
N-C15:0-asparagine,asparagine,15,long_chain,C19H36N2O4,[M+NH4]+,374.3013332,11873,374.3018,1.2471235302202333,5.3985,True,False,True,15,asid_11873,True,,,
N-C14:0-glutamine,glutamine,14,long_chain,C19H36N2O4,[M+NH4]+,374.3013332,8435,374.3039,6.857576429308245,5.091,True,False,True,27,asid_8435,True,N-acyl ethanolamines (endocannabinoids),"N-(2-hydroxyethyl)icosa-11,14-dienamide",C19H39N3O4
N-C14:0-glutamine,glutamine,14,long_chain,C19H36N2O4,[M+NH4]+,374.3013332,11873,374.3018,1.2471235302202333,5.3985,True,False,True,15,asid_11873,True,,,
N-C14:0-glutamate,glutamate,14,long_chain,C19H35N1O5,[M+NH4]+,375.285348785,7676,375.2879,6.798067146085845,5.501,True,True,False,30,asid_256,False,Ergostane steroids,"(1r,3r,7e,17beta)-17-[(2r)-5-Hydroxypentan-2-Yl]-2-Methylidene-9,10-Secoestra-5,7-Diene-1,3-Diol",C24H38O3
N-C14:0-glutamate,glutamate,14,long_chain,C19H35N1O5,[M+NH4]+,375.285348785,8090,375.2879,6.798067146085845,5.409,True,True,False,10,asid_214,False,Ergostane steroids,"(1r,3r,7e,17beta)-17-[(2r)-5-Hydroxypentan-2-Yl]-2-Methylidene-9,10-Secoestra-5,7-Diene-1,3-Diol",C24H38O3
N-C14:0-glutamate,glutamate,14,long_chain,C19H35N1O5,[M+NH4]+,375.285348785,33186,375.2881,7.330994958626747,4.959,True,False,False,8,asid_33186,True,,,
N-C15:0-aspartate,aspartate,15,long_chain,C19H35N1O5,[M+NH4]+,375.285348785,7676,375.2879,6.798067146085845,5.501,True,True,False,30,asid_256,False,Ergostane steroids,"(1r,3r,7e,17beta)-17-[(2r)-5-Hydroxypentan-2-Yl]-2-Methylidene-9,10-Secoestra-5,7-Diene-1,3-Diol",C24H38O3
N-C15:0-aspartate,aspartate,15,long_chain,C19H35N1O5,[M+NH4]+,375.285348785,8090,375.2879,6.798067146085845,5.409,True,True,False,10,asid_214,False,Ergostane steroids,"(1r,3r,7e,17beta)-17-[(2r)-5-Hydroxypentan-2-Yl]-2-Methylidene-9,10-Secoestra-5,7-Diene-1,3-Diol",C24H38O3
N-C15:0-aspartate,aspartate,15,long_chain,C19H35N1O5,[M+NH4]+,375.285348785,33186,375.2881,7.330994958626747,4.959,True,False,False,8,asid_33186,True,,,
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+NH4]+,376.25946838650003,63,376.2579,-4.168364205560619,4.83,True,True,False,119,asid_1347,False,,,
N-C16:0-proline,proline,16,long_chain,C21H39N1O3,[M+Na]+,376.28221481559996,40823,376.2808,-3.7599853095665465,5.086256,True,True,True,10,asid_19752,False,,,
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,[M+H]+,376.2846205037,40823,376.2808,-10.153228412307529,5.086256,True,True,True,10,asid_19752,False,,,
N-C13:0-tyrosine,tyrosine,13,long_chain,C22H35N1O4,[M+H]+,378.263885062,9656,378.261,-7.627114598817053,5.064,True,False,True,14,asid_9656,True,Terpenoid alkaloids,Ethyl 2-(2-oxohexadecanamido)acetate,C17H35N3O6
N-C12:0-arginine,arginine,12,long_chain,C18H36N4O3,[M+Na]+,379.26796173549997,30081,379.2681,0.3645562346076746,4.831985,True,False,False,6,asid_63,False,,,
N-C14:0-lysine,lysine,14,long_chain,C20H40N2O3,[M+Na]+,379.2931138527,14862,379.2916,-3.991247519917233,5.054,True,False,True,9,asid_14862,True,,,
N-C13:0-phenylalanine,phenylalanine,13,long_chain,C22H35N1O3,[M+NH4]+,379.2955195408,14862,379.2916,-10.333738728918776,5.054,True,False,True,9,asid_14862,True,,,
N-C14:0-glutamate,glutamate,14,long_chain,C19H35N1O5,[M+Na]+,380.24074393219996,33322,380.2396,-3.0084419363801134,4.657284,True,False,True,6,asid_33322,True,Open-chain polyketides,"1-(piperidin-1-yl)octadeca-2,8,10-trien-12-yn-1-one",C17H29N7O3
N-C15:0-aspartate,aspartate,15,long_chain,C19H35N1O5,[M+Na]+,380.24074393219996,33322,380.2396,-3.0084419363801134,4.657284,True,False,True,6,asid_33322,True,Open-chain polyketides,"1-(piperidin-1-yl)octadeca-2,8,10-trien-12-yn-1-one",C17H29N7O3
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+Na]+,381.2148635337,3239,381.2122,-6.986961828591312,2.331384,True,False,True,74,asid_3239,True,Tripeptides,2-[[4-Amino-2-[(2-amino-4-methylpentanoyl)amino]-4-oxobutanoyl]amino]-3-methylpentanoic acid,C18H28N4O5
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+Na]+,381.2148635337,4517,381.2122,-6.986961828591312,2.287,True,True,True,37,asid_16081,True,,,
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+Na]+,381.2148635337,7810,381.2201,13.73625952426154,1.668325,True,False,True,38,asid_1421,True,,,
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+Na]+,381.2148635337,8883,381.2201,13.73625952426154,1.495389,True,False,False,42,asid_1645,True,,,
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+Na]+,381.2148635337,25504,381.2117,-8.298558116714467,3.16824,True,False,False,45,asid_25504,True,,,
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+Na]+,381.2148635337,39871,381.2161,3.243489218978065,4.64465,True,False,False,17,asid_17416,False,,,
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+Na]+,381.2148635337,41641,381.2159,2.7188507036989797,4.724065,True,False,True,11,asid_41641,True,,,
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+Na]+,381.2148635337,52507,381.2162,3.5058084766921627,4.494435,True,False,True,8,asid_52507,True,,,
N-C16:0-cysteine,cysteine,16,long_chain,C19H37N1O3S1,[M+Na]+,382.2386354418,3778,382.2442,14.557812015906563,0.56254,True,True,False,106,asid_4044,True,,,
N-C16:0-cysteine,cysteine,16,long_chain,C19H37N1O3S1,[M+Na]+,382.2386354418,15497,382.2444,15.08104536141983,0.82299,True,False,True,73,asid_15497,True,Tripeptides,(S)-2-((S)-2-((S)-2-Amino-4-methylpentanamido)-3-(1H-imidazol-4-yl)Propanamido)-4-methylpentanoic acid,C18H31N5O4
N-C14:0-methionine,methionine,14,long_chain,C19H37N1O3S1,[M+Na]+,382.2386354418,3778,382.2442,14.557812015906563,0.56254,True,True,False,106,asid_4044,True,,,
N-C14:0-methionine,methionine,14,long_chain,C19H37N1O3S1,[M+Na]+,382.2386354418,15497,382.2444,15.08104536141983,0.82299,True,False,True,73,asid_15497,True,Tripeptides,(S)-2-((S)-2-((S)-2-Amino-4-methylpentanamido)-3-(1H-imidazol-4-yl)Propanamido)-4-methylpentanoic acid,C18H31N5O4
N-C17:0-asparagine,asparagine,17,long_chain,C21H40N2O4,[M+H]+,385.3060842267,22286,385.309,7.567420861923975,4.771929,True,False,False,15,asid_22286,True,,,
N-C17:0-asparagine,asparagine,17,long_chain,C21H40N2O4,[M+H]+,385.3060842267,22631,385.3088,7.048353013805161,4.369851,True,False,False,14,asid_41225,True,,,
N-C16:0-glutamine,glutamine,16,long_chain,C21H40N2O4,[M+H]+,385.3060842267,22286,385.309,7.567420861923975,4.771929,True,False,False,15,asid_22286,True,,,
N-C16:0-glutamine,glutamine,16,long_chain,C21H40N2O4,[M+H]+,385.3060842267,22631,385.3088,7.048353013805161,4.369851,True,False,False,14,asid_41225,True,,,
N-C14:0-arginine,arginine,14,long_chain,C20H40N4O3,[M+H]+,385.31731761500004,51126,385.3157,-4.198137291248347,4.54209,True,False,True,9,asid_51126,True,N-acyl amines,N2-(1-Oxotetradecyl)-L-arginine,C20H40N4O3
N-C17:0-proline,proline,17,long_chain,C22H41N1O3,[M+NH4]+,385.3424697322,51152,385.341,-3.8140934764571126,4.743,True,False,True,6,asid_51152,True,N-acyl amines,N6-Palmitoyl lysine,C22H44N2O3
N-C16:0-lysine,lysine,16,long_chain,C22H44N2O3,[M+H]+,385.3424697322,51152,385.341,-3.8140934764571126,4.743,True,False,True,6,asid_51152,True,N-acyl amines,N6-Palmitoyl lysine,C22H44N2O3
N-C12:0-tyrosine,tyrosine,12,long_chain,C21H33N1O4,[M+Na]+,386.2301792463,23559,386.2273,-7.454741899252385,3.102,True,False,False,23,asid_23559,False,,,
N-C17:0-aspartate,aspartate,17,long_chain,C21H39N1O5,[M+H]+,386.2900998117,14630,386.2946,11.649763486617534,6.911,True,False,True,85,asid_3506,True,,,C20H43O5
N-C17:0-aspartate,aspartate,17,long_chain,C21H39N1O5,[M+H]+,386.2900998117,33377,386.2885,-4.141477352785387,5.258896,True,False,True,6,asid_33377,True,,,
N-C16:0-glutamate,glutamate,16,long_chain,C21H39N1O5,[M+H]+,386.2900998117,14630,386.2946,11.649763486617534,6.911,True,False,True,85,asid_3506,True,,,C20H43O5
N-C16:0-glutamate,glutamate,16,long_chain,C21H39N1O5,[M+H]+,386.2900998117,33377,386.2885,-4.141477352785387,5.258896,True,False,True,6,asid_33377,True,,,
N-C18:0-threonine,threonine,18,long_chain,C22H43N1O4,[M+H]+,386.32648531719997,5317,386.325,-3.8447200915033393,5.421538,True,False,False,23,asid_5317,True,Ceramides,"1,2-Diacetylsphingosine",C22H43NO4
N-C18:0-homoserine,homoserine,18,long_chain,C22H43N1O4,[M+H]+,386.32648531719997,5317,386.325,-3.8447200915033393,5.421538,True,False,False,23,asid_5317,True,Ceramides,"1,2-Diacetylsphingosine",C22H43NO4
N-C12:0-tryptophan,tryptophan,12,long_chain,C23H34N2O3,[M+H]+,387.2642194132,4243,387.2707,16.734277206880442,0.722408,True,False,True,109,asid_4243,True,,,
N-C12:0-tryptophan,tryptophan,12,long_chain,C23H34N2O3,[M+H]+,387.2642194132,5255,387.2592,-12.961210843579648,1.139,True,False,True,70,asid_5255,True,Tripeptides,2-[2-(2-amino-4-methylpentanamido)-3-methylbutanamido]-5-carbamimidamidopentanoic acid,C17H34N6O4
N-C12:0-tryptophan,tryptophan,12,long_chain,C23H34N2O3,[M+H]+,387.2642194132,6130,387.2592,-12.961210843579648,1.225252,True,False,True,51,asid_6130,False,Tripeptides,Ala-leu-ala-leu,C18H34N4O5
N-C12:0-tryptophan,tryptophan,12,long_chain,C23H34N2O3,[M+H]+,387.2642194132,13662,387.2706,16.476055571722867,0.566348,True,False,True,14,asid_13662,True,,,
N-C12:0-tryptophan,tryptophan,12,long_chain,C23H34N2O3,[M+H]+,387.2642194132,22697,387.2702,15.443169030799009,4.97961,True,False,True,10,asid_22697,True,,,
N-C14:0-histidine,histidine,14,long_chain,C20H35N3O3,[M+Na]+,388.2570626984,18186,388.2531,-10.206378146526871,1.413842,True,False,False,15,asid_18186,False,,,
N-C18:0-cysteine,cysteine,18,long_chain,C21H41N1O3S1,[M+H]+,388.2879913213,12456,388.2807,-18.778127222467905,5.291,True,False,False,12,asid_2098,False,,,
N-C16:0-methionine,methionine,16,long_chain,C21H41N1O3S1,[M+H]+,388.2879913213,12456,388.2807,-18.778127222467905,5.291,True,False,False,12,asid_2098,False,,,
N-C17:0-proline,proline,17,long_chain,C22H41N1O3,[M+Na]+,390.2978648794,3633,390.2964,-3.7532344698530604,5.401,True,False,False,7,asid_2308,True,,,
N-C15:0-phenylalanine,phenylalanine,15,long_chain,C24H39N1O3,[M+H]+,390.3002705675,3633,390.2964,-9.916896789093785,5.401,True,False,False,7,asid_2308,True,,,
N-C16:0-leucine,leucine,16,long_chain,C22H43N1O3,[M+Na]+,392.31351494319995,2482,392.3145,2.510891831509235,5.379,True,False,False,25,asid_2482,True,N-acyl amines,"1,3-Bis(2-ethylhexyl)hexahydro-5-methyl-5-nitropyrimidine",C23H41N3O2
N-C16:0-leucine,leucine,16,long_chain,C22H43N1O3,[M+Na]+,392.31351494319995,24947,392.312,-3.861562608047053,5.525966,True,False,False,7,asid_6673,False,,,
N-C16:0-isoleucine,isoleucine,16,long_chain,C22H43N1O3,[M+Na]+,392.31351494319995,2482,392.3145,2.510891831509235,5.379,True,False,False,25,asid_2482,True,N-acyl amines,"1,3-Bis(2-ethylhexyl)hexahydro-5-methyl-5-nitropyrimidine",C23H41N3O2
N-C16:0-isoleucine,isoleucine,16,long_chain,C22H43N1O3,[M+Na]+,392.31351494319995,24947,392.312,-3.861562608047053,5.525966,True,False,False,7,asid_6673,False,,,
N-C17:0-valine,valine,17,long_chain,C22H43N1O3,[M+Na]+,392.31351494319995,2482,392.3145,2.510891831509235,5.379,True,False,False,25,asid_2482,True,N-acyl amines,"1,3-Bis(2-ethylhexyl)hexahydro-5-methyl-5-nitropyrimidine",C23H41N3O2
N-C17:0-valine,valine,17,long_chain,C22H43N1O3,[M+Na]+,392.31351494319995,24947,392.312,-3.861562608047053,5.525966,True,False,False,7,asid_6673,False,,,
N-C13:0-arginine,arginine,13,long_chain,C19H38N4O3,[M+Na]+,393.2836117993,2246,393.2844,2.0041534311810434,4.83598,True,False,False,34,asid_63,True,,,
N-C15:0-lysine,lysine,15,long_chain,C21H42N2O3,[M+Na]+,393.30876391649997,10168,393.3137,12.550148770803625,4.9848,True,False,False,43,asid_11442,True,Cholestane steroids,"9a,11a-dimethyl-1-(5-methylhex-3-en-2-yl)-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-ol",C28H40O
N-C15:0-lysine,lysine,15,long_chain,C21H42N2O3,[M+Na]+,393.30876391649997,13197,393.3136,12.295895600904446,5.564,True,False,True,7,asid_13197,True,Ergostane steroids,"9a,11a-dimethyl-1-(5-methylhex-3-en-2-yl)-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-ol",C28H40O
N-C15:0-lysine,lysine,15,long_chain,C21H42N2O3,[M+Na]+,393.30876391649997,13625,393.3139,13.058655110746509,5.518143,True,False,True,31,asid_13625,False,,,
N-C15:0-lysine,lysine,15,long_chain,C21H42N2O3,[M+Na]+,393.30876391649997,15714,393.3137,12.550148770803625,5.631,True,False,False,14,asid_789,False,,,
N-C15:0-lysine,lysine,15,long_chain,C21H42N2O3,[M+Na]+,393.30876391649997,15960,393.3138,12.804401940847331,5.043079,True,False,False,11,asid_15960,True,,,
N-C15:0-lysine,lysine,15,long_chain,C21H42N2O3,[M+Na]+,393.30876391649997,18509,393.3139,13.058655110746509,4.855,True,False,True,18,asid_18509,True,Ergostane steroids,"(2E,6E,10Z)-2,7-dimethyl-11-[2-(2,6,6-trimethylcyclohexen-1-yl)ethyl]trideca-2,6,10,12-tetraen-1-ol",C28H40O
N-C15:0-lysine,lysine,15,long_chain,C21H42N2O3,[M+Na]+,393.30876391649997,41488,393.3076,-2.9592945969485,4.79207,True,False,True,6,asid_41488,True,N-acyl amines,3-(Tetradecanoylamino)propyl(carboxymethyl)dimethylammonium,C21H42N2O3
N-C15:0-lysine,lysine,15,long_chain,C21H42N2O3,[M+Na]+,393.30876391649997,44297,393.314,13.312908280790214,4.475127,True,False,True,6,asid_44297,True,Apocarotenoids (β-),Ergone,C23H40N2O3
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,[M+NH4]+,393.3111696046,10168,393.3137,6.433571165807687,4.9848,True,False,False,43,asid_11442,True,Cholestane steroids,"9a,11a-dimethyl-1-(5-methylhex-3-en-2-yl)-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-ol",C28H40O
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,[M+NH4]+,393.3111696046,13197,393.3136,6.179319551048237,5.564,True,False,True,7,asid_13197,True,Ergostane steroids,"9a,11a-dimethyl-1-(5-methylhex-3-en-2-yl)-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-ol",C28H40O
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,[M+NH4]+,393.3111696046,13625,393.3139,6.942074395471116,5.518143,True,False,True,31,asid_13625,False,,,
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,[M+NH4]+,393.3111696046,15714,393.3137,6.433571165807687,5.631,True,False,False,14,asid_789,False,,,
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,[M+NH4]+,393.3111696046,15960,393.3138,6.687822780711664,5.043079,True,False,False,11,asid_15960,True,,,
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,[M+NH4]+,393.3111696046,18509,393.3139,6.942074395471116,4.855,True,False,True,18,asid_18509,True,Ergostane steroids,"(2E,6E,10Z)-2,7-dimethyl-11-[2-(2,6,6-trimethylcyclohexen-1-yl)ethyl]trideca-2,6,10,12-tetraen-1-ol",C28H40O
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,[M+NH4]+,393.3111696046,41488,393.3076,-9.07577733842102,4.79207,True,False,True,6,asid_41488,True,N-acyl amines,3-(Tetradecanoylamino)propyl(carboxymethyl)dimethylammonium,C21H42N2O3
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,[M+NH4]+,393.3111696046,44297,393.314,7.196326010375092,4.475127,True,False,True,6,asid_44297,True,Apocarotenoids (β-),Ergone,C23H40N2O3
N-C16:0-aspartate,aspartate,16,long_chain,C20H37N1O5,[M+Na]+,394.256393996,6244,394.2552,-3.028475931314162,4.815091,True,False,False,9,asid_11364,False,,,
N-C15:0-glutamate,glutamate,15,long_chain,C20H37N1O5,[M+Na]+,394.256393996,6244,394.2552,-3.028475931314162,4.815091,True,False,False,9,asid_11364,False,,,
N-C16:0-histidine,histidine,16,long_chain,C22H39N3O3,[M+H]+,394.3064185779,24998,394.305,-3.5976535839800508,4.778,True,False,False,7,asid_24998,False,N-acyl amines,,C22H39N3O3
N-C11:0-tryptophan,tryptophan,11,short_medium_chain,C22H32N2O3,[M+Na]+,395.23051359749996,6396,395.2278,-6.865860318482065,3.421001,True,False,False,77,asid_6396,False,,,
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,[M+Na]+,398.2665647518,9056,398.2652,-3.4267295343950863,4.791,True,False,False,8,asid_6227,False,Sphingoid bases,Phytosphingosine 1-Phosphate,C22H39NO3S
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,[M+Na]+,398.2665647518,9524,398.2603,-15.7300470450534,5.083,True,False,False,29,asid_27788,False,,,
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,[M+Na]+,398.2665647518,42811,398.2678,3.101561389674298,3.836747,True,False,True,9,asid_42811,True,,,
N-C18:0-asparagine,asparagine,18,long_chain,C22H42N2O4,[M+H]+,399.3217342905,16383,399.3242,6.17474404294651,5.506218,True,False,False,10,asid_22607,True,Ergostane steroids,"(1S,5Z)-5-[(2E)-2-[(7aR)-7a-methyl-1-[(E,2S)-6-methylhept-3-en-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",C27H42O2
N-C18:0-asparagine,asparagine,18,long_chain,C22H42N2O4,[M+H]+,399.3217342905,34357,399.3246,7.176442587272279,4.497876,True,False,False,7,asid_32677,False,,,
N-C17:0-glutamine,glutamine,17,long_chain,C22H42N2O4,[M+H]+,399.3217342905,16383,399.3242,6.17474404294651,5.506218,True,False,False,10,asid_22607,True,Ergostane steroids,"(1S,5Z)-5-[(2E)-2-[(7aR)-7a-methyl-1-[(E,2S)-6-methylhept-3-en-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",C27H42O2
N-C17:0-glutamine,glutamine,17,long_chain,C22H42N2O4,[M+H]+,399.3217342905,34357,399.3246,7.176442587272279,4.497876,True,False,False,7,asid_32677,False,,,
N-C18:0-proline,proline,18,long_chain,C23H43N1O3,[M+NH4]+,399.358119796,15710,399.3568,-3.3047932032426144,4.977628,True,False,True,7,asid_15710,False,,,C19H42N8O
N-C17:0-lysine,lysine,17,long_chain,C23H46N2O3,[M+H]+,399.358119796,15710,399.3568,-3.3047932032426144,4.977628,True,False,True,7,asid_15710,False,,,C19H42N8O
N-C17:0-glutamate,glutamate,17,long_chain,C22H41N1O5,[M+H]+,400.3057498755,4889,400.3122,16.112994884600596,5.384,True,False,False,20,asid_2909,False,Fatty alcohols,3-[3-[3-[3-[3-(3-Methoxypropylamino)propoxy]propylamino]propoxy]propylamino]propan-1-ol,C21H41N3O4
