species_prefix,protein_id,pfam_acc,full_seq_e_value,LOCUSTAG,GENUS,SPECIES,STRAIN
DBVPG7539,DBVPG7539_005179-T1,PF00743.26,1.8e-34,DBVPG7539,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 7539
DBVPG7539,DBVPG7539_005179-T1,PF00743.26,1.8e-34,DBVPG7539,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 7539
DBVPG7539,DBVPG7539_005535-T1,PF00743.26,1.4e-21,DBVPG7539,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 7539
DBVPG7539,DBVPG7539_005794-T1,PF00743.26,1.1e-18,DBVPG7539,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 7539
DBVPG7539,DBVPG7539_003706-T1,PF00743.26,8.7e-15,DBVPG7539,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 7539
DBVPG7539,DBVPG7539_007884-T1,PF00743.26,6e-14,DBVPG7539,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 7539
DBVPG7539,DBVPG7539_001299-T1,PF00743.26,1.6e-12,DBVPG7539,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 7539
DBVPG7539,DBVPG7539_004976-T1,PF00743.26,2.1e-07,DBVPG7539,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 7539
DBVPG4534,DBVPG4534_004800-T1,PF00743.26,5e-37,DBVPG4534,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4534
DBVPG4534,DBVPG4534_004800-T1,PF00743.26,5e-37,DBVPG4534,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4534
DBVPG4534,DBVPG4534_004799-T1,PF00743.26,1.2e-33,DBVPG4534,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4534
DBVPG4534,DBVPG4534_004799-T1,PF00743.26,1.2e-33,DBVPG4534,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4534
DBVPG4534,DBVPG4534_002731-T1,PF00743.26,2.7e-27,DBVPG4534,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4534
DBVPG4534,DBVPG4534_001082-T1,PF00743.26,2.2e-22,DBVPG4534,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4534
DBVPG4534,DBVPG4534_003923-T1,PF00743.26,3.1e-16,DBVPG4534,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4534
DBVPG4534,DBVPG4534_006494-T1,PF00743.26,1.9e-15,DBVPG4534,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4534
DBVPG4534,DBVPG4534_005433-T1,PF00743.26,5.8e-15,DBVPG4534,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4534
DBVPG4534,DBVPG4534_006032-T1,PF00743.26,6.1e-14,DBVPG4534,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4534
DBVPG4534,DBVPG4534_005434-T1,PF00743.26,8.6e-11,DBVPG4534,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4534
TFCN0520422,TFCN0520422_000137-T1,PF00743.26,1.4e-36,TFCN0520422,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-2
TFCN0520422,TFCN0520422_000137-T1,PF00743.26,1.4e-36,TFCN0520422,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-2
TFCN0520422,TFCN0520422_000137-T1,PF00743.26,1.4e-36,TFCN0520422,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-2
TFCN0520422,TFCN0520422_000137-T1,PF00743.26,1.4e-36,TFCN0520422,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-2
TFCN0520422,TFCN0520422_000797-T1,PF00743.26,2.1e-35,TFCN0520422,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-2
TFCN0520422,TFCN0520422_007006-T1,PF00743.26,2.7e-24,TFCN0520422,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-2
TFCN0520422,TFCN0520422_003682-T1,PF00743.26,3.7e-18,TFCN0520422,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-2
TFCN0520422,TFCN0520422_006177-T1,PF00743.26,2.6e-15,TFCN0520422,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-2
TFCN0520422,TFCN0520422_006176-T1,PF00743.26,4.4e-15,TFCN0520422,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-2
TFCN0520422,TFCN0520422_006930-T1,PF00743.26,1.4e-14,TFCN0520422,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-2
TFCN0520422,TFCN0520422_000541-T1,PF00743.26,2.6e-10,TFCN0520422,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-2
DBVPG6121,DBVPG6121_000192-T1,PF00743.26,4.2e-39,DBVPG6121,Rhodotorula,Rhodotorula toruloides,DBVPG 6121
DBVPG6121,DBVPG6121_000192-T1,PF00743.26,4.2e-39,DBVPG6121,Rhodotorula,Rhodotorula toruloides,DBVPG 6121
DBVPG6121,DBVPG6121_000102-T1,PF00743.26,7e-35,DBVPG6121,Rhodotorula,Rhodotorula toruloides,DBVPG 6121
DBVPG6121,DBVPG6121_000102-T1,PF00743.26,7e-35,DBVPG6121,Rhodotorula,Rhodotorula toruloides,DBVPG 6121
DBVPG6121,DBVPG6121_000102-T1,PF00743.26,7e-35,DBVPG6121,Rhodotorula,Rhodotorula toruloides,DBVPG 6121
DBVPG6121,DBVPG6121_000705-T1,PF00743.26,2.9e-18,DBVPG6121,Rhodotorula,Rhodotorula toruloides,DBVPG 6121
DBVPG6121,DBVPG6121_001074-T1,PF00743.26,1.8e-17,DBVPG6121,Rhodotorula,Rhodotorula toruloides,DBVPG 6121
DBVPG6121,DBVPG6121_005284-T1,PF00743.26,2.4e-17,DBVPG6121,Rhodotorula,Rhodotorula toruloides,DBVPG 6121
DBVPG6121,DBVPG6121_001549-T1,PF00743.26,1.3e-16,DBVPG6121,Rhodotorula,Rhodotorula toruloides,DBVPG 6121
TFCN89D3,TFCN89D3_003081-T1,PF00743.26,1.3e-36,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3
TFCN89D3,TFCN89D3_003081-T1,PF00743.26,1.3e-36,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3
TFCN89D3,TFCN89D3_003081-T1,PF00743.26,1.3e-36,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3
TFCN89D3,TFCN89D3_003080-T1,PF00743.26,1.8e-35,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3
TFCN89D3,TFCN89D3_003080-T1,PF00743.26,1.8e-35,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3
TFCN89D3,TFCN89D3_001860-T1,PF00743.26,2.7e-34,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3
TFCN89D3,TFCN89D3_004010-T1,PF00743.26,3.3e-22,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3
TFCN89D3,TFCN89D3_006325-T1,PF00743.26,4.6e-17,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3
TFCN89D3,TFCN89D3_006916-T1,PF00743.26,3.5e-16,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3
TFCN89D3,TFCN89D3_007250-T1,PF00743.26,7e-15,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3
TFCN89D3,TFCN89D3_000885-T1,PF00743.26,8.4e-14,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3
TFCN89D3,TFCN89D3_007251-T1,PF00743.26,2.4e-12,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3
TFCN89D3,TFCN89D3_007098-T1,PF00743.26,4.2e-10,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3
DBVPG3773,DBVPG3773_004529-T1,PF00743.26,1.5e-36,DBVPG3773,Rhodotorula,Rhodotorula dairenensis,DBVPG 3773
DBVPG3773,DBVPG3773_004529-T1,PF00743.26,1.5e-36,DBVPG3773,Rhodotorula,Rhodotorula dairenensis,DBVPG 3773
DBVPG3773,DBVPG3773_004529-T1,PF00743.26,1.5e-36,DBVPG3773,Rhodotorula,Rhodotorula dairenensis,DBVPG 3773
DBVPG3773,DBVPG3773_004530-T1,PF00743.26,4.5e-36,DBVPG3773,Rhodotorula,Rhodotorula dairenensis,DBVPG 3773
DBVPG3773,DBVPG3773_004530-T1,PF00743.26,4.5e-36,DBVPG3773,Rhodotorula,Rhodotorula dairenensis,DBVPG 3773
DBVPG3773,DBVPG3773_001846-T1,PF00743.26,3.7e-27,DBVPG3773,Rhodotorula,Rhodotorula dairenensis,DBVPG 3773
DBVPG3773,DBVPG3773_001846-T1,PF00743.26,3.7e-27,DBVPG3773,Rhodotorula,Rhodotorula dairenensis,DBVPG 3773
DBVPG3773,DBVPG3773_005666-T1,PF00743.26,4.1e-23,DBVPG3773,Rhodotorula,Rhodotorula dairenensis,DBVPG 3773
DBVPG3773,DBVPG3773_005666-T1,PF00743.26,4.1e-23,DBVPG3773,Rhodotorula,Rhodotorula dairenensis,DBVPG 3773
DBVPG3773,DBVPG3773_004967-T1,PF00743.26,1.3e-22,DBVPG3773,Rhodotorula,Rhodotorula dairenensis,DBVPG 3773
DBVPG3773,DBVPG3773_003824-T1,PF00743.26,5.5e-19,DBVPG3773,Rhodotorula,Rhodotorula dairenensis,DBVPG 3773
DBVPG3773,DBVPG3773_006560-T1,PF00743.26,5.5e-17,DBVPG3773,Rhodotorula,Rhodotorula dairenensis,DBVPG 3773
DBVPG3773,DBVPG3773_003040-T1,PF00743.26,2.8e-15,DBVPG3773,Rhodotorula,Rhodotorula dairenensis,DBVPG 3773
TFCN17334C1,TFCN17334C1_000665-T1,PF00743.26,1.3e-36,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1
TFCN17334C1,TFCN17334C1_000665-T1,PF00743.26,1.3e-36,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1
TFCN17334C1,TFCN17334C1_000665-T1,PF00743.26,1.3e-36,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1
TFCN17334C1,TFCN17334C1_000666-T1,PF00743.26,1.7e-35,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1
TFCN17334C1,TFCN17334C1_000666-T1,PF00743.26,1.7e-35,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1
TFCN17334C1,TFCN17334C1_000762-T1,PF00743.26,2.7e-34,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1
TFCN17334C1,TFCN17334C1_003099-T1,PF00743.26,3.3e-22,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1
TFCN17334C1,TFCN17334C1_003637-T1,PF00743.26,4.6e-17,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1
TFCN17334C1,TFCN17334C1_007408-T1,PF00743.26,3.5e-16,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1
TFCN17334C1,TFCN17334C1_005821-T1,PF00743.26,6.9e-15,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1
TFCN17334C1,TFCN17334C1_000431-T1,PF00743.26,8.4e-14,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1
TFCN17334C1,TFCN17334C1_005820-T1,PF00743.26,2.4e-12,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1
TFCN17334C1,TFCN17334C1_006292-T1,PF00743.26,4.1e-10,TFCN17334C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334C-1
DBVPG3857,DBVPG3857_010184-T1,PF00743.26,2.5e-36,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_010184-T1,PF00743.26,2.5e-36,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_010184-T1,PF00743.26,2.5e-36,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_011699-T1,PF00743.26,4e-36,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_011699-T1,PF00743.26,4e-36,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_010183-T1,PF00743.26,3.5e-35,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_010183-T1,PF00743.26,3.5e-35,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_000555-T1,PF00743.26,5.5e-34,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_012018-T1,PF00743.26,9.6e-33,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_011700-T1,PF00743.26,2.7e-30,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_011700-T1,PF00743.26,2.7e-30,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_001321-T1,PF00743.26,5.2e-22,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_000104-T1,PF00743.26,1.9e-21,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_005199-T1,PF00743.26,9.3e-17,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_009689-T1,PF00743.26,1e-16,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_012168-T1,PF00743.26,7.1e-16,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_012464-T1,PF00743.26,8.8e-15,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_008581-T1,PF00743.26,9.9e-15,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_005366-T1,PF00743.26,1.4e-14,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_012061-T1,PF00743.26,4.8e-14,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_002545-T1,PF00743.26,1.7e-13,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_005367-T1,PF00743.26,4.8e-12,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_012465-T1,PF00743.26,5e-11,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG3857,DBVPG3857_012093-T1,PF00743.26,1.8e-09,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857
DBVPG6742,DBVPG6742_001253-T1,PF00743.26,1.3e-36,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742
DBVPG6742,DBVPG6742_001253-T1,PF00743.26,1.3e-36,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742
DBVPG6742,DBVPG6742_001253-T1,PF00743.26,1.3e-36,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742
DBVPG6742,DBVPG6742_001254-T1,PF00743.26,1.8e-35,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742
DBVPG6742,DBVPG6742_001254-T1,PF00743.26,1.8e-35,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742
DBVPG6742,DBVPG6742_001350-T1,PF00743.26,2.7e-34,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742
DBVPG6742,DBVPG6742_000243-T1,PF00743.26,3.7e-22,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742
DBVPG6742,DBVPG6742_003258-T1,PF00743.26,3.5e-16,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742
DBVPG6742,DBVPG6742_003905-T1,PF00743.26,7e-15,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742
DBVPG6742,DBVPG6742_000835-T1,PF00743.26,8.4e-14,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742
DBVPG6742,DBVPG6742_003904-T1,PF00743.26,2.4e-12,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742
DBVPG6742,DBVPG6742_004252-T1,PF00743.26,8.9e-10,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742
DBVPG6742,DBVPG6742_006723-T1,PF00743.26,9e-10,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742
TFCN172A1,TFCN172A1_001242-T1,PF00743.26,1.3e-36,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1
TFCN172A1,TFCN172A1_001242-T1,PF00743.26,1.3e-36,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1
TFCN172A1,TFCN172A1_001242-T1,PF00743.26,1.3e-36,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1
TFCN172A1,TFCN172A1_001241-T1,PF00743.26,1.8e-35,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1
TFCN172A1,TFCN172A1_001241-T1,PF00743.26,1.8e-35,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1
TFCN172A1,TFCN172A1_001146-T1,PF00743.26,2.7e-34,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1
TFCN172A1,TFCN172A1_003404-T1,PF00743.26,3.7e-22,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1
TFCN172A1,TFCN172A1_003881-T1,PF00743.26,4.6e-17,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1
TFCN172A1,TFCN172A1_000607-T1,PF00743.26,3.5e-16,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1
TFCN172A1,TFCN172A1_005807-T1,PF00743.26,1.6e-14,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1
TFCN172A1,TFCN172A1_001803-T1,PF00743.26,8.4e-14,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1
TFCN172A1,TFCN172A1_005806-T1,PF00743.26,2.4e-12,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1
TFCN172A1,TFCN172A1_006270-T1,PF00743.26,4.2e-10,TFCN172A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 172A-1
DBVPG4201,DBVPG4201_001413-T1,PF00743.26,1.3e-36,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201
DBVPG4201,DBVPG4201_001413-T1,PF00743.26,1.3e-36,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201
DBVPG4201,DBVPG4201_001413-T1,PF00743.26,1.3e-36,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201
DBVPG4201,DBVPG4201_001412-T1,PF00743.26,1.8e-35,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201
DBVPG4201,DBVPG4201_001412-T1,PF00743.26,1.8e-35,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201
DBVPG4201,DBVPG4201_001317-T1,PF00743.26,2.7e-34,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201
DBVPG4201,DBVPG4201_003779-T1,PF00743.26,3.4e-22,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201
DBVPG4201,DBVPG4201_000325-T1,PF00743.26,3.6e-16,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201
DBVPG4201,DBVPG4201_004421-T1,PF00743.26,2e-15,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201
DBVPG4201,DBVPG4201_005892-T1,PF00743.26,7e-15,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201
DBVPG4201,DBVPG4201_002799-T1,PF00743.26,8.5e-14,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201
DBVPG4201,DBVPG4201_005891-T1,PF00743.26,2.4e-12,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201
DBVPG4201,DBVPG4201_007300-T1,PF00743.26,4.4e-10,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201
TFCN17328P3,TFCN17328P3_004058-T1,PF00743.26,3.4e-39,TFCN17328P3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328P-3
TFCN17328P3,TFCN17328P3_004058-T1,PF00743.26,3.4e-39,TFCN17328P3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328P-3
TFCN17328P3,TFCN17328P3_004058-T1,PF00743.26,3.4e-39,TFCN17328P3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328P-3
TFCN17328P3,TFCN17328P3_000542-T1,PF00743.26,4.6e-34,TFCN17328P3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328P-3
TFCN17328P3,TFCN17328P3_000542-T1,PF00743.26,4.6e-34,TFCN17328P3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328P-3
TFCN17328P3,TFCN17328P3_007058-T1,PF00743.26,1.5e-21,TFCN17328P3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328P-3
TFCN17328P3,TFCN17328P3_006063-T1,PF00743.26,8.1e-21,TFCN17328P3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328P-3
TFCN17328P3,TFCN17328P3_000982-T1,PF00743.26,2.4e-18,TFCN17328P3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328P-3
TFCN17328P3,TFCN17328P3_000434-T1,PF00743.26,4.5e-15,TFCN17328P3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328P-3
TFCN17328P3,TFCN17328P3_000146-T1,PF00743.26,3.1e-12,TFCN17328P3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328P-3
TFCN17328P3,TFCN17328P3_006637-T1,PF00743.26,4.3e-12,TFCN17328P3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328P-3
TFCN17328P3,TFCN17328P3_007026-T1,PF00743.26,1.5e-06,TFCN17328P3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328P-3
TFCN36312,TFCN36312_001458-T1,PF00743.26,1.2e-36,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2
TFCN36312,TFCN36312_001458-T1,PF00743.26,1.2e-36,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2
TFCN36312,TFCN36312_001458-T1,PF00743.26,1.2e-36,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2
TFCN36312,TFCN36312_001457-T1,PF00743.26,1.6e-35,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2
TFCN36312,TFCN36312_001457-T1,PF00743.26,1.6e-35,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2
TFCN36312,TFCN36312_003946-T1,PF00743.26,2.5e-34,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2
TFCN36312,TFCN36312_004658-T1,PF00743.26,3.2e-27,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2
TFCN36312,TFCN36312_004658-T1,PF00743.26,3.2e-27,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2
TFCN36312,TFCN36312_003406-T1,PF00743.26,3.5e-22,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2
TFCN36312,TFCN36312_005916-T1,PF00743.26,4.3e-17,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2
TFCN36312,TFCN36312_006515-T1,PF00743.26,3.4e-16,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2
TFCN36312,TFCN36312_001004-T1,PF00743.26,4.3e-11,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2
TFCN36312,TFCN36312_006434-T1,PF00743.26,4.1e-10,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2
TFCN2502E3335,TFCN2502E3335_000107-T1,PF00743.26,1.2e-36,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5
TFCN2502E3335,TFCN2502E3335_000107-T1,PF00743.26,1.2e-36,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5
TFCN2502E3335,TFCN2502E3335_000107-T1,PF00743.26,1.2e-36,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5
TFCN2502E3335,TFCN2502E3335_000108-T1,PF00743.26,1.7e-35,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5
TFCN2502E3335,TFCN2502E3335_000108-T1,PF00743.26,1.7e-35,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5
TFCN2502E3335,TFCN2502E3335_000204-T1,PF00743.26,2.6e-34,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5
TFCN2502E3335,TFCN2502E3335_003208-T1,PF00743.26,3.7e-22,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5
TFCN2502E3335,TFCN2502E3335_007059-T1,PF00743.26,3.4e-16,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5
TFCN2502E3335,TFCN2502E3335_002306-T1,PF00743.26,6.8e-15,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5
TFCN2502E3335,TFCN2502E3335_002824-T1,PF00743.26,8.2e-14,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5
TFCN2502E3335,TFCN2502E3335_002307-T1,PF00743.26,2.3e-12,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5
TFCN2502E3335,TFCN2502E3335_006734-T1,PF00743.26,1.4e-10,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5
TFCN2502E3335,TFCN2502E3335_005962-T1,PF00743.26,4.3e-10,TFCN2502E3335,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5
