gene,pfam_acc,protein_id,species_prefix,GENUS,SPECIES,STRAIN,full_seq_e_value,full_seq_score
crtYB,PF00494.25,TFCN17329Y4_000614-T1,TFCN17329Y4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-329Y-4,8.6e-47,158.8
crtYB,PF00494.25,TFCN17329Y4_001157-T1,TFCN17329Y4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-329Y-4,2.8e-44,150.5
crtYB,PF00494.25,TFCN17329Y4_001157-T1,TFCN17329Y4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-329Y-4,2.8e-44,150.5
crtYB,PF00494.25,TFCN17329Y4_003792-T1,TFCN17329Y4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-329Y-4,5.5e-41,139.7
crtYB,PF00494.25,DBVPG4920_000155-T1,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920,7.8e-47,158.9
crtYB,PF00494.25,DBVPG4920_007147-T1,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4920_007147-T1,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4920_004884-T1,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920,5.1e-41,139.8
crtYB,PF00494.25,TFCN186DK32_006133-T1,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2,4.2e-45,153.0
crtYB,PF00494.25,TFCN186DK32_002243-T1,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2,3.5e-43,146.7
crtYB,PF00494.25,TFCN186DK32_003252-T1,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2,1.2e-40,138.4
crtYB,PF00494.25,DBVPG3778_000315-T1,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778,7.8e-47,158.9
crtYB,PF00494.25,DBVPG3778_001594-T1,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3778_001594-T1,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3778_004434-T1,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778,5.1e-41,139.8
crtYB,PF00494.25,TFCN86A8_000646-T1,TFCN86A8,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-8,8.1e-47,158.6
crtYB,PF00494.25,TFCN86A8_004081-T1,TFCN86A8,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-8,1.8e-43,147.7
crtYB,PF00494.25,TFCN86A8_004463-T1,TFCN86A8,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-8,1.4e-42,144.7
crtYB,PF00494.25,TFCN7W2923_006616-T1,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3,3.5e-46,156.6
crtYB,PF00494.25,TFCN7W2923_004862-T1,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3,5.1e-42,142.9
crtYB,PF00494.25,TFCN7W2923_004351-T1,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3,2.2e-40,137.6
crtYB,PF00494.25,TFCN25395P1_000105-T1,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1,7.5e-47,158.8
crtYB,PF00494.25,TFCN25395P1_004353-T1,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1,2.8e-44,150.3
crtYB,PF00494.25,TFCN25395P1_002575-T1,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1,2.2e-42,144.2
crtYB,PF00494.25,DBVPG3236_002182-T1,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236,7.8e-47,158.8
crtYB,PF00494.25,DBVPG3236_002396-T1,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236,1.2e-44,151.6
crtYB,PF00494.25,DBVPG3236_002396-T1,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236,1.2e-44,151.6
crtYB,PF00494.25,DBVPG3236_005545-T1,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236,5e-41,139.8
crtYB,PF00494.25,TFCN25333Y10_000453-T1,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10,7.8e-47,158.8
crtYB,PF00494.25,TFCN25333Y10_006381-T1,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10,2.9e-44,150.3
crtYB,PF00494.25,TFCN25333Y10_002396-T1,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10,2.2e-42,144.2
crtYB,PF00494.25,TFCN17Y2781_007115-T1,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1,8.7e-47,158.8
crtYB,PF00494.25,TFCN17Y2781_007495-T1,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1,2.8e-44,150.5
crtYB,PF00494.25,TFCN17Y2781_007495-T1,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1,2.8e-44,150.5
crtYB,PF00494.25,TFCN17Y2781_005846-T1,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1,5.6e-41,139.7
crtYB,PF00494.25,DBVPG6740_000350-T1,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740,2.9e-46,157.0
crtYB,PF00494.25,DBVPG6740_003376-T1,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740,7.3e-44,149.1
crtYB,PF00494.25,DBVPG3983_002725-T1,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983,8.3e-47,158.8
crtYB,PF00494.25,DBVPG3983_007080-T1,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3983_007080-T1,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3983_003699-T1,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983,5.3e-41,139.8
crtYB,PF00494.25,DBVPG6202_006695-T1,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202,8.6e-44,148.9
crtYB,PF00494.25,DBVPG6202_000919-T1,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202,4e-42,143.5
crtYB,PF00494.25,DBVPG6202_007567-T1,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202,1.7e-20,72.6
crtYB,PF00494.25,DBVPG6202_007351-T1,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202,3e-13,48.8
crtYB,PF00494.25,DBVPG3381_001699-T1,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381,7.6e-47,158.9
crtYB,PF00494.25,DBVPG3381_007158-T1,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3381_007158-T1,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3381_004145-T1,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381,5.2e-41,139.8
crtYB,PF00494.25,DBVPG3238_001376-T1,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238,8.1e-47,158.8
crtYB,PF00494.25,DBVPG3238_003731-T1,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3238_003731-T1,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3238_002973-T1,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238,5.2e-41,139.8
crtYB,PF00494.25,TFCN152C5_001926-T1,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5,2.9e-46,156.9
crtYB,PF00494.25,TFCN152C5_006325-T1,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5,1.2e-44,151.6
crtYB,PF00494.25,TFCN152C5_006325-T1,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5,1.2e-44,151.6
crtYB,PF00494.25,TFCN152C5_003037-T1,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5,4.8e-41,139.8
crtYB,PF00494.25,TFCN3423_000434-T1,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3,7.6e-47,158.8
crtYB,PF00494.25,TFCN3423_006717-T1,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3,1.2e-44,151.6
crtYB,PF00494.25,TFCN3423_006717-T1,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3,1.2e-44,151.6
crtYB,PF00494.25,TFCN3423_004269-T1,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3,4.9e-41,139.8
crtYB,PF00494.25,TFCN1702E3373_001110-T1,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3,1.7e-46,158.8
crtYB,PF00494.25,TFCN1702E3373_014270-T1,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3,5.4e-44,150.5
crtYB,PF00494.25,TFCN1702E3373_014270-T1,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3,5.4e-44,150.5
crtYB,PF00494.25,TFCN1702E3373_008407-T1,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3,4.6e-42,144.2
crtYB,PF00494.25,TFCN1702E3373_002082-T1,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3,1.1e-40,139.7
crtYB,PF00494.25,TFCN1702E3373_014743-T1,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3,4.6e-31,108.2
crtYB,PF00494.25,TFCN152D4_000936-T1,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4,1.1e-45,155.2
crtYB,PF00494.25,TFCN152D4_002647-T1,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4,7.6e-42,142.6
crtYB,PF00494.25,TFCN152D4_006415-T1,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4,2.7e-39,134.3
crtYB,PF00494.25,TFCN2502E3901_002310-T1,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1,1.5e-46,158.8
crtYB,PF00494.25,TFCN2502E3901_002175-T1,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1,5.6e-46,156.9
crtYB,PF00494.25,TFCN2502E3901_004406-T1,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1,4e-42,144.2
crtYB,PF00494.25,TFCN2502E3901_004023-T1,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1,9.3e-41,139.8
crtYB,PF00494.25,TFCN152A6_003209-T1,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6,1.1e-45,155.2
crtYB,PF00494.25,TFCN152A6_005586-T1,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6,7.7e-42,142.6
crtYB,PF00494.25,TFCN152A6_001705-T1,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6,2.7e-39,134.3
crtYB,PF00494.25,DBVPG7021_000032-T1,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021,1.7e-44,151.1
crtYB,PF00494.25,DBVPG7021_006950-T1,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021,1.6e-43,148.0
crtYB,PF00494.25,DBVPG7021_003524-T1,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021,1e-42,145.4
crtYB,PF00494.25,TFCN3403_003036-T1,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3,8.1e-47,158.8
crtYB,PF00494.25,TFCN3403_007184-T1,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3,1.3e-44,151.6
crtYB,PF00494.25,TFCN3403_007184-T1,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3,1.3e-44,151.6
crtYB,PF00494.25,TFCN3403_004160-T1,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3,5.2e-41,139.8
crtYB,PF00494.25,DBVPG3774_000528-T1,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774,7.6e-47,158.9
crtYB,PF00494.25,DBVPG3774_007103-T1,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3774_007103-T1,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3774_004208-T1,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774,5.2e-41,139.8
crtYB,PF00494.25,TFCN54D2_001542-T1,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2,7.3e-47,158.8
crtYB,PF00494.25,TFCN54D2_004028-T1,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2,1.1e-44,151.6
crtYB,PF00494.25,TFCN54D2_004028-T1,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2,1.1e-44,151.6
crtYB,PF00494.25,TFCN54D2_003193-T1,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2,4.7e-41,139.8
crtYB,PF00494.25,DBVPG4964_002100-T1,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964,8.4e-47,158.8
crtYB,PF00494.25,DBVPG4964_004319-T1,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4964_004319-T1,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4964_002859-T1,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964,5.3e-41,139.8
crtYB,PF00494.25,TFCN209612_003273-T1,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12,8.3e-47,158.8
crtYB,PF00494.25,TFCN209612_003441-T1,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12,1.3e-44,151.6
crtYB,PF00494.25,TFCN209612_003441-T1,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12,1.3e-44,151.6
crtYB,PF00494.25,TFCN209612_002097-T1,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12,5.3e-41,139.8
crtYB,PF00494.25,TFCN17291Y1_000944-T1,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1,5.5e-46,156.9
crtYB,PF00494.25,TFCN17291Y1_001520-T1,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1,5.6e-46,156.9
crtYB,PF00494.25,TFCN17291Y1_003944-T1,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1,4.8e-44,150.5
crtYB,PF00494.25,TFCN17291Y1_003944-T1,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1,4.8e-44,150.5
crtYB,PF00494.25,TFCN17291Y1_004872-T1,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1,5.4e-44,150.3
crtYB,PF00494.25,TFCN17291Y1_002730-T1,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1,4.2e-42,144.2
crtYB,PF00494.25,TFCN17291Y1_002594-T1,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1,9.6e-41,139.7
crtYB,PF00494.25,TFCN107C3_001686-T1,TFCN107C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 107C-3,8.1e-47,158.8
crtYB,PF00494.25,TFCN107C3_005755-T1,TFCN107C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 107C-3,1.3e-44,151.6
crtYB,PF00494.25,TFCN107C3_005755-T1,TFCN107C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 107C-3,1.3e-44,151.6
crtYB,PF00494.25,TFCN107C3_003650-T1,TFCN107C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 107C-3,5.2e-41,139.8
crtYB,PF00494.25,TFCN209611_000683-T1,TFCN209611,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-11,8.3e-47,158.8
crtYB,PF00494.25,TFCN209611_007014-T1,TFCN209611,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-11,1.3e-44,151.6
crtYB,PF00494.25,TFCN209611_007014-T1,TFCN209611,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-11,1.3e-44,151.6
crtYB,PF00494.25,TFCN209611_003929-T1,TFCN209611,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-11,5.3e-41,139.8
crtYB,PF00494.25,DBVPG10075_001004-T1,DBVPG10075,Cystobasidium,Cystobasidium sp.,DBVPG 10075,4.7e-46,156.4
crtYB,PF00494.25,DBVPG10075_005968-T1,DBVPG10075,Cystobasidium,Cystobasidium sp.,DBVPG 10075,1.1e-38,132.2
crtYB,PF00494.25,DBVPG10075_006221-T1,DBVPG10075,Cystobasidium,Cystobasidium sp.,DBVPG 10075,1.8e-29,102.0
crtYB,PF00494.25,DBVPG6091_000446-T1,DBVPG6091,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6091,7.8e-47,158.9
crtYB,PF00494.25,DBVPG6091_007186-T1,DBVPG6091,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6091,1.3e-44,151.6
crtYB,PF00494.25,DBVPG6091_007186-T1,DBVPG6091,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6091,1.3e-44,151.6
crtYB,PF00494.25,DBVPG6091_005510-T1,DBVPG6091,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6091,5.1e-41,139.8
crtYB,PF00494.25,DBVPG4610_001450-T1,DBVPG4610,Rhodotorula,Rhodotorula paludigena,DBVPG 4610,2.4e-45,154.0
crtYB,PF00494.25,DBVPG4610_005928-T1,DBVPG4610,Rhodotorula,Rhodotorula paludigena,DBVPG 4610,6.6e-45,152.6
crtYB,PF00494.25,DBVPG4610_002962-T1,DBVPG4610,Rhodotorula,Rhodotorula paludigena,DBVPG 4610,2e-43,147.7
crtI,PF01593.31,TFCN17332M1_003944-T1,TFCN17332M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332M-1,1.6e-50,171.4
crtI,PF01593.31,TFCN17332M1_005424-T1,TFCN17332M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332M-1,6.4e-50,169.3
crtI,PF01593.31,TFCN17332M1_003356-T1,TFCN17332M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332M-1,8.5e-23,80.0
crtI,PF01593.31,TFCN17332M1_003660-T1,TFCN17332M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332M-1,1.7e-18,65.8
crtI,PF01593.31,TFCN17332M1_002977-T1,TFCN17332M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332M-1,2.3e-14,52.2
crtI,PF01593.31,TFCN17332M1_004427-T1,TFCN17332M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332M-1,1e-08,33.6
crtI,PF01593.31,TFCN17332M1_000724-T1,TFCN17332M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332M-1,5.4e-06,24.6
crtI,PF01593.31,TFCN137D4_004486-T1,TFCN137D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 137D-4,7.4e-51,172.5
crtI,PF01593.31,TFCN137D4_006271-T1,TFCN137D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 137D-4,5e-50,169.8
crtI,PF01593.31,TFCN137D4_001797-T1,TFCN137D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 137D-4,9.7e-23,79.8
crtI,PF01593.31,TFCN137D4_002473-T1,TFCN137D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 137D-4,7e-14,50.6
crtI,PF01593.31,TFCN137D4_006203-T1,TFCN137D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 137D-4,2.5e-10,38.9
crtI,PF01593.31,TFCN137D4_004326-T1,TFCN137D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 137D-4,4.5e-06,24.9
crtI,PF01593.31,TFCN137D4_005297-T1,TFCN137D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 137D-4,5e-06,24.8
crtI,PF01593.31,TFCN25333P2_003505-T1,TFCN25333P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333P-2,7.2e-51,172.5
crtI,PF01593.31,TFCN25333P2_003583-T1,TFCN25333P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333P-2,4.9e-50,169.8
crtI,PF01593.31,TFCN25333P2_002982-T1,TFCN25333P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333P-2,9.5e-23,79.8
crtI,PF01593.31,TFCN25333P2_000343-T1,TFCN25333P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333P-2,6.9e-14,50.6
crtI,PF01593.31,TFCN25333P2_005132-T1,TFCN25333P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333P-2,9.8e-11,40.3
crtI,PF01593.31,TFCN25333P2_002391-T1,TFCN25333P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333P-2,6.2e-09,34.3
crtI,PF01593.31,TFCN25333P2_006316-T1,TFCN25333P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333P-2,4.9e-06,24.8
crtI,PF01593.31,DBVPG3776_000617-T1,DBVPG3776,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3776,9.8e-51,172.1
crtI,PF01593.31,DBVPG3776_000694-T1,DBVPG3776,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3776,5e-50,169.8
crtI,PF01593.31,DBVPG3776_004735-T1,DBVPG3776,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3776,9.8e-23,79.8
crtI,PF01593.31,DBVPG3776_007103-T1,DBVPG3776,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3776,8.9e-19,66.8
crtI,PF01593.31,DBVPG3776_006589-T1,DBVPG3776,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3776,5.8e-14,50.9
crtI,PF01593.31,DBVPG3776_004873-T1,DBVPG3776,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3776,6.4e-09,34.3
crtI,PF01593.31,DBVPG3776_000921-T1,DBVPG3776,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3776,5.1e-06,24.8
crtI,PF01593.31,DBVPG6739_005793-T1,DBVPG6739,Rhodotorula,Rhodotorula toruloides,DBVPG 6739,3.7e-50,170.4
crtI,PF01593.31,DBVPG6739_005793-T1,DBVPG6739,Rhodotorula,Rhodotorula toruloides,DBVPG 6739,3.7e-50,170.4
crtI,PF01593.31,DBVPG6739_007028-T1,DBVPG6739,Rhodotorula,Rhodotorula toruloides,DBVPG 6739,1e-22,79.9
crtI,PF01593.31,DBVPG6739_002448-T1,DBVPG6739,Rhodotorula,Rhodotorula toruloides,DBVPG 6739,1.7e-14,52.9
crtI,PF01593.31,DBVPG6739_003225-T1,DBVPG6739,Rhodotorula,Rhodotorula toruloides,DBVPG 6739,2.6e-13,49.0
crtI,PF01593.31,DBVPG6739_006518-T1,DBVPG6739,Rhodotorula,Rhodotorula toruloides,DBVPG 6739,2.6e-11,42.4
crtI,PF01593.31,DBVPG6739_005292-T1,DBVPG6739,Rhodotorula,Rhodotorula toruloides,DBVPG 6739,1.5e-09,36.6
crtI,PF01593.31,DBVPG6739_007898-T1,DBVPG6739,Rhodotorula,Rhodotorula toruloides,DBVPG 6739,2.7e-06,25.8
crtI,PF01593.31,DBVPG6739_001630-T1,DBVPG6739,Rhodotorula,Rhodotorula toruloides,DBVPG 6739,2.7e-05,22.6
crtI,PF01593.31,DBVPG6739_002650-T1,DBVPG6739,Rhodotorula,Rhodotorula toruloides,DBVPG 6739,3.4e-05,22.2
crtI,PF01593.31,TFCN404D1_005586-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,7.9e-51,173.4
crtI,PF01593.31,TFCN404D1_005586-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,7.9e-51,173.4
crtI,PF01593.31,TFCN404D1_002763-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,1.5e-50,172.5
crtI,PF01593.31,TFCN404D1_012142-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,6.8e-50,170.3
crtI,PF01593.31,TFCN404D1_008415-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,1e-49,169.8
crtI,PF01593.31,TFCN404D1_010363-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,1.8e-22,80.0
crtI,PF01593.31,TFCN404D1_006227-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,1.9e-22,79.8
crtI,PF01593.31,TFCN404D1_004291-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,7.8e-22,77.9
crtI,PF01593.31,TFCN404D1_013606-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,1.4e-13,50.6
crtI,PF01593.31,TFCN404D1_008830-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,1.7e-13,50.4
crtI,PF01593.31,TFCN404D1_010263-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,2e-13,50.2
crtI,PF01593.31,TFCN404D1_004767-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,7.8e-09,35.0
crtI,PF01593.31,TFCN404D1_002069-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,1.3e-08,34.3
crtI,PF01593.31,TFCN404D1_012320-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,1e-05,24.8
crtI,PF01593.31,TFCN404D1_011949-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,1e-05,24.7
